campaign_id,campaign_name,start_date,budget,spent_amount,impressions,clicks,conversions,campaign_status,campaign_type,end_date,target_audience
902,Contextual Targeting 2024 #902,2025-12-09,24632.55,4741.15,337609.0,2423.0,74.0,Paused,Andrew Thompson,,
903,Social Contest Campaign 2023 #903,2025-09-05,56208.4,2920.4,386741.0,3663.0,121.0,Cancelled,Emily Rodriguez,,
904,Social Proof Campaign 2025 #904,2025-11-18,2043.18,1290.94,143879.0,769.0,14.0,Paused,Rachel Green,,
905,Product Launch Announcement 2024 #905,2025-09-02,2968.76,3056.23,382604.0,23935.0,1211.0,Completed,Michael Chen,,
906,Prime Day Search Push 2023 #906,2025-10-29,79843.79,51499.74,7662351.0,160859.0,7481.0,Active,Andrew Thompson,,
907,Labor Day Search Push 2023 #907,2025-09-06,46095.98,38603.11,3788919.0,85880.0,3690.0,Completed,James Miller,,
908,Influencer Partnership 2023 #908,2025-11-18,78003.86,29808.65,2199954.0,29563.0,173.0,Active,James Miller,,
909,Product Showcase Social 2024 #909,2025-07-08,28383.78,25221.66,3242068.0,53437.0,1830.0,Completed,Stephanie Davis,,
910,Customer Win-Back Email 2023 #910,2025-11-14,1239.71,441.74,25910.0,1101.0,11.0,Active,Rachel Green,,
911,Brand Awareness Drive 2023 #911,2026-01-16,67184.98,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
912,Trending Topic Campaign 2025 #912,2025-12-03,21393.29,3711.31,236132.0,4016.0,51.0,Paused,Rachel Green,,
913,Social Proof Campaign 2024 #913,2026-02-15,92635.18,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
914,Tutorial Video Ads 2024 #914,2025-05-28,88048.51,82629.33,5508626.0,31107.0,278.0,Completed,David Kim,,
915,High Intent Keywords 2024 #915,2025-12-18,70479.52,11780.84,726711.0,69957.0,3011.0,Active,James Miller,,
916,Black Friday Email Blast 2023 #916,2026-02-13,9966.49,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
917,High Intent Keywords 2023 #917,2025-12-17,39813.15,9473.65,1771651.0,79892.0,4376.0,Active,Jessica Martinez,,
918,Flash Sale SMS 2025 #918,2025-11-25,815.77,226.78,17193.0,2112.0,67.0,Active,Stephanie Davis,,
919,Product Showcase Social 2024 #919,2025-10-17,22215.89,22867.61,1652120.0,35240.0,839.0,Completed,Michael Chen,,
920,Social Contest Campaign 2025 #920,2025-11-16,48930.91,22461.83,4179044.0,89769.0,1750.0,Active,Emily Rodriguez,,
921,YouTube Pre-Roll 2025 #921,2025-06-25,19186.46,20140.5,1437126.0,9501.0,301.0,Completed,Amanda Lee,,
922,Abandoned Cart Recovery 2024 #922,2025-01-28,1077.42,1113.27,219359.0,5242.0,204.0,Completed,Andrew Thompson,,
923,Prime Day Banner Ads 2025,2025-01-15,49826.97,47513.39,3469637.0,16282.0,809.0,Completed,Stephanie Davis,,
924,Contextual Targeting 2023 #924,2025-11-29,32473.21,11403.19,688302.0,1174.0,10.0,Active,Amanda Lee,,
925,Q4 Video Campaign 2023,2025-12-03,28557.62,6380.86,443640.0,3003.0,81.0,Active,David Kim,,
926,Community Engagement 2023 #926,2025-11-02,72510.39,48274.71,2850423.0,44827.0,1250.0,Active,Andrew Thompson,,
927,Community Engagement 2023 #927,2025-11-25,72898.79,32531.61,4719166.0,84993.0,3304.0,Active,David Kim,,
928,Local Search Campaign 2025 #928,2025-11-03,52871.74,28521.64,2388470.0,160370.0,10971.0,Paused,Rachel Green,,
929,Audience Display Campaign 2024 #929,2025-08-16,48345.06,40305.31,4357706.0,34413.0,551.0,Completed,Nicole Taylor,,
930,Retargeting Display 2025 #930,2025-12-13,50315.89,5406.13,348243.0,2962.0,146.0,Active,Sarah Johnson,,
931,Summer Catalog Mailing 2024,2026-03-14,22767.71,0.0,NaN,NaN,NaN,Planned,David Kim,,
932,Social Video Ads 2025 #932,2026-02-09,78424.84,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
933,Product Category Search 2025 #933,2025-11-30,85346.82,23008.5,1677086.0,77080.0,3075.0,Paused,Stephanie Davis,,
934,Winter Search Campaign 2024,2025-05-15,64346.61,65524.47,5190603.0,414057.0,14642.0,Completed,Emily Rodriguez,,
935,Year End Banner Ads 2023,2025-02-10,72338.64,72065.6,5408283.0,26237.0,1192.0,Completed,Andrew Thompson,,
936,Flash Sale Alert 2024 #936,2025-09-08,6386.94,6274.32,876691.0,51213.0,1509.0,Completed,Nicole Taylor,,
937,Audience Display Campaign 2023 #937,2026-01-31,58809.47,0.0,0.0,0.0,0.0,Planned,Andrew Thompson,,
938,Flash Sale Alert 2025 #938,2026-01-31,8804.39,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
939,Easter Video Push 2024 #939,2025-04-01,49285.15,50971.11,2567955.0,21838.0,216.0,Completed,Emily Rodriguez,,
940,Memorial Day Direct Mail 2024,2025-12-11,6838.29,1185.9,NaN,NaN,NaN,Active,Emily Rodriguez,,
941,Contextual Targeting 2023 #941,2026-01-14,27933.52,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
942,YouTube Pre-Roll 2025 #942,2025-03-28,10971.19,11246.07,1247961.0,14539.0,243.0,Completed,Sarah Johnson,,
943,Brand Awareness Drive 2023 #943,2025-12-15,42051.49,4266.45,216859.0,3253.0,106.0,Active,Michael Chen,,
944,Flash Sale Alert 2023 #944,2025-11-09,3039.77,2589.39,192549.0,12521.0,995.0,Active,Sarah Johnson,,
945,Product Display Ads 2024 #945,2025-12-14,75657.82,18095.24,2823867.0,15253.0,106.0,Active,Andrew Thompson,,
946,Abandoned Cart Recovery 2025 #946,2024-12-27,8819.41,9150.6,1444206.0,43582.0,594.0,Completed,Rachel Green,,
947,Trending Topic Campaign 2023 #947,2025-09-25,95588.95,11682.58,597103.0,9069.0,54.0,Cancelled,Kevin Brown,,
948,Brand Awareness Drive 2024 #948,2025-11-11,22222.03,8995.51,1298662.0,11638.0,440.0,Active,Brian Wilson,,
949,Social Video Ads 2024 #949,2025-10-13,53768.73,47518.82,2627702.0,17147.0,714.0,Completed,Amanda Lee,,
950,Shopping Ads Campaign 2023 #950,2025-11-02,56346.37,55037.22,3613063.0,252519.0,7067.0,Active,Rachel Green,,
951,Customer Win-Back Email 2023 #951,2025-07-03,4607.17,3734.97,394024.0,10632.0,113.0,Completed,Andrew Thompson,,
952,Product Category Search 2023 #952,2025-10-29,16955.0,9506.71,863827.0,30261.0,2106.0,Paused,Sarah Johnson,,
953,YouTube Pre-Roll 2025 #953,2025-11-02,93783.43,54199.03,4532022.0,80514.0,1037.0,Paused,David Kim,,
954,Product Showcase Social 2025 #954,2025-07-25,30619.35,29697.73,1964393.0,35409.0,1251.0,Completed,David Kim,,
955,Black Friday Video Push 2023 #955,2024-10-22,79613.21,70426.39,4347282.0,68515.0,1657.0,Completed,Nicole Taylor,,
956,Programmatic Display 2024 #956,2025-11-06,79346.1,42951.89,2327998.0,9462.0,388.0,Active,Emily Rodriguez,,
957,Product Display Ads 2024 #957,2024-10-28,94014.92,95399.32,5464490.0,10112.0,320.0,Completed,Brian Wilson,,
958,High Intent Keywords 2023 #958,2025-11-27,56392.09,12746.72,1126745.0,71115.0,7001.0,Paused,James Miller,,
959,Shopping Ads Campaign 2024 #959,2025-11-04,38158.68,24387.51,1418950.0,105779.0,4313.0,Paused,Brian Wilson,,
960,Shopping Ads Campaign 2023 #960,2025-09-23,16070.04,15132.54,1460663.0,73581.0,6920.0,Completed,Jessica Martinez,,
961,High Intent Keywords 2023 #961,2025-11-04,10492.13,4808.09,385790.0,26293.0,1808.0,Active,Kevin Brown,,
962,Weekly Deals Newsletter 2023 #962,2025-11-21,1994.67,664.88,40281.0,878.0,12.0,Active,Nicole Taylor,,
963,Q1 Newsletter Campaign 2023 #963,2025-10-26,7118.53,6796.5,459070.0,8588.0,536.0,Active,Amanda Lee,,
964,YouTube Pre-Roll 2023 #964,2025-11-18,82647.4,32434.51,3897187.0,24835.0,1229.0,Paused,Stephanie Davis,,
965,Anniversary Mailing 2024,2025-01-10,13704.84,12665.59,NaN,NaN,NaN,Completed,Sarah Johnson,,
966,Shopping Ads Campaign 2025 #966,2025-12-04,64347.68,9469.75,575025.0,40001.0,1226.0,Active,Andrew Thompson,,
967,Brand Keywords Campaign 2024 #967,2025-06-15,47160.74,47161.33,2971190.0,86933.0,7362.0,Completed,Laura Garcia,,
968,Community Engagement 2024 #968,2025-11-02,40320.55,22873.13,1381502.0,39424.0,1358.0,Active,Chris Anderson,,
969,Product Demo Videos 2023 #969,2025-08-30,16276.78,965.15,186192.0,1055.0,51.0,Cancelled,Sarah Johnson,,
970,Spring Social Push 2023 #970,2025-04-26,5281.47,4228.5,629159.0,16625.0,151.0,Completed,Emily Rodriguez,,
971,Customer Win-Back Email 2023 #971,2024-11-12,2690.57,2534.75,436005.0,18492.0,1078.0,Completed,Amanda Lee,,
972,Brand Awareness Drive 2025 #972,2025-11-14,30277.03,12607.38,2027647.0,29745.0,800.0,Active,Chris Anderson,,
973,Winter Catalog Mailing 2023,2025-04-24,10932.85,9553.15,NaN,NaN,NaN,Completed,Nicole Taylor,,
974,Contextual Targeting 2025 #974,2025-11-03,17354.87,13637.61,1252955.0,5659.0,254.0,Paused,Sarah Johnson,,
975,Cyber Monday SMS Deals 2024,2025-02-25,7295.19,6743.69,648786.0,46919.0,1265.0,Completed,Andrew Thompson,,
976,Brand Awareness Drive 2024 #976,2025-11-16,59609.31,30920.71,1589284.0,35279.0,619.0,Active,Michael Chen,,
977,Audience Display Campaign 2023 #977,2025-06-15,98986.2,84758.96,15294529.0,77730.0,1115.0,Completed,Michael Chen,,
978,Product Showcase Social 2025 #978,2025-05-13,51472.72,45709.61,3348945.0,31986.0,1173.0,Completed,Amanda Lee,,
979,Influencer Partnership 2023 #979,2025-11-18,54381.12,28368.79,4251231.0,51339.0,924.0,Active,Amanda Lee,,
980,Brand Awareness Display 2025 #980,2025-03-10,50556.48,45513.67,2448774.0,24227.0,137.0,Completed,Emily Rodriguez,,
981,Audience Display Campaign 2023 #981,2024-10-28,72717.02,62605.81,5074416.0,34880.0,1550.0,Completed,Chris Anderson,,
982,Fall Video Campaign 2023,2025-11-05,83081.09,62779.69,4656764.0,96752.0,3834.0,Active,Michael Chen,,
983,New Customer Welcome Kit 2023,2024-11-02,32364.98,29523.28,NaN,NaN,NaN,Completed,David Kim,,
984,Product Showcase Social 2023 #984,2025-04-12,30508.56,26020.62,2518692.0,50183.0,2416.0,Completed,James Miller,,
985,Valentine Search Push 2024 #985,2025-04-21,51813.87,50925.89,2933616.0,94504.0,2657.0,Completed,Sarah Johnson,,
986,Remarketing Search 2025 #986,2025-03-08,57464.38,48737.14,9099188.0,450290.0,12433.0,Completed,Brian Wilson,,
987,Fall SMS Blast 2025,2025-10-22,6211.56,6023.47,306253.0,30993.0,3492.0,Completed,Emily Rodriguez,,
988,Audience Display Campaign 2024 #988,2025-12-16,4702.2,1301.8,92942.0,516.0,20.0,Active,Amanda Lee,,
989,Native Advertising 2024 #989,2025-11-15,91637.05,33243.33,1940981.0,15326.0,751.0,Active,Kevin Brown,,
990,Q3 Search Campaign 2025 #990,2025-05-29,90391.87,92808.69,8597023.0,436255.0,30096.0,Completed,Emily Rodriguez,,
991,Social Proof Campaign 2023 #991,2025-01-17,13441.22,11253.98,832373.0,10913.0,239.0,Completed,Michael Chen,,
992,Holiday SMS Deals 2023,2025-11-22,8020.39,6198.37,1060592.0,108422.0,2351.0,Active,Emily Rodriguez,,
993,Customer Win-Back Email 2025 #993,2024-11-10,3696.72,3079.7,383788.0,15731.0,1208.0,Completed,Jessica Martinez,,
994,Easter Search Push 2024 #994,2025-08-27,45974.39,41266.33,4938420.0,351316.0,24201.0,Completed,Rachel Green,,
995,Abandoned Cart Recovery 2023 #995,2024-10-19,771.36,676.58,37402.0,1475.0,17.0,Completed,Nicole Taylor,,
996,Dynamic Search Ads 2024 #996,2025-11-28,57898.16,14579.07,1276732.0,109334.0,3793.0,Paused,Chris Anderson,,
997,Programmatic Display 2025 #997,2025-09-16,16905.12,17140.98,1136748.0,5057.0,153.0,Completed,Stephanie Davis,,
998,Brand Awareness Drive 2024 #998,2025-12-15,4773.36,381.67,34867.0,920.0,39.0,Active,Kevin Brown,,
999,Customer Win-Back Email 2024 #999,2025-03-25,2090.64,2146.67,133323.0,7337.0,235.0,Completed,Kevin Brown,,
1000,New Arrivals Newsletter 2024 #1000,2026-01-22,6401.74,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
