campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
114,Trending Topic Campaign 2023,Social Media,2025-06-07,2025-07-31,87812.28,90153.59,10204789.0,90708.0,2294.0,2.53,0.89,0.99,314.1,Completed,"Weekend Browsers, First-Time Buyers, Millennials 25-34",Rachel Green,Meta Ads,,2025-05-21T00:00:00Z
115,Q2 Social Push 2025,Social Media,2024-10-31,2025-01-04,81163.6,74623.16,5456903.0,42735.0,549.0,1.28,0.78,1.75,18.24,Completed,"Homeowners, Millennials 25-34, Premium Shoppers",Michael Chen,LinkedIn,Control,2024-10-14T00:00:00Z
116,Weekly Deals Newsletter 2024,Email,2025-09-10,2025-11-11,3706.88,3388.56,337426.0,14108.0,589.0,4.17,4.18,0.24,1000.0,Completed,"Tech Enthusiasts, Millennials 25-34, VIP Customers",David Kim,,,2025-08-21T00:00:00Z
117,Loyalty Rewards Email 2023,Email,2024-12-25,2025-01-04,5222.95,447.67,52957.0,913.0,42.0,4.6,1.72,0.49,,Cancelled,Gen Z 18-24,Amanda Lee,,,2024-11-30T00:00:00Z
118,Prime Day Email Blast 2023,Email,2025-12-05,2026-01-12,5265.59,2925.08,270940.0,7850.0,277.0,3.53,2.9,0.37,574.08,Active,"Fashion Forward, Budget Conscious, Returning Customers",Laura Garcia,,,2025-12-02T00:00:00Z
119,Product Demo Videos 2025,Video,2025-10-29,2026-01-06,47658.77,32324.09,2146189.0,49950.0,2117.0,4.24,2.33,0.65,,Paused,Fashion Forward,Jessica Martinez,TikTok,,2025-09-30T00:00:00Z
120,Prime Day Social Campaign 2024,Social Media,2025-12-11,2026-03-12,58690.8,9856.52,683382.0,4175.0,81.0,1.94,0.61,2.36,7.01,Active,"Budget Conscious, Weekend Browsers, High LTV Customers",Kevin Brown,Instagram,,2025-11-14T00:00:00Z
121,Memorial Day Social Campaign 2024,Social Media,2025-08-25,2025-11-06,74976.28,73218.83,4940993.0,99730.0,4589.0,4.6,2.02,0.73,1000.0,Completed,"Tech Enthusiasts, Premium Shoppers, Cart Abandoners",Stephanie Davis,TikTok,,2025-08-04T00:00:00Z
122,Back to School Video Push 2024,Video,2024-12-16,2025-01-13,36890.22,29934.8,2646801.0,30422.0,928.0,3.05,1.15,0.98,799.96,Completed,Parents,Amanda Lee,Meta Ads,,2024-12-07T00:00:00Z
123,Social Video Ads 2025,Video,2026-02-27,2026-05-20,81363.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Newsletter Subscribers, New Customers",David Kim,TikTok,,2026-02-09T00:00:00Z
124,Trending Topic Campaign 2024 #124,Social Media,2026-02-11,2026-04-07,42865.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Frequent Buyers, Premium Shoppers, Social Followers",Amanda Lee,Meta Ads,,2026-01-22T00:00:00Z
125,Contextual Targeting 2025,Display,2026-03-23,2026-04-17,90794.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Parents, Budget Conscious",Rachel Green,Google Ads,,2026-02-23T00:00:00Z
126,Influencer Partnership 2024,Social Media,2025-02-02,2025-03-01,64300.0,66816.41,8336070.0,140300.0,6717.0,4.79,1.68,0.48,1000.0,Completed,"Homeowners, Millennials 25-34",Emily Rodriguez,TikTok,,2025-01-15T00:00:00Z
127,Q3 Newsletter Campaign 2024,Email,2025-11-03,2026-01-10,8149.27,6343.06,497503.0,24092.0,817.0,3.39,4.84,0.26,1000.0,Active,"Millennials 25-34, Premium Shoppers, Budget Conscious",David Kim,,,2025-10-12T00:00:00Z
128,Order Update SMS 2024,SMS,2025-06-09,2025-08-28,9650.52,8245.52,554994.0,53753.0,2744.0,5.1,9.69,0.15,1000.0,Completed,"Social Followers, Lapsed Customers, Budget Conscious",Andrew Thompson,,,2025-05-28T00:00:00Z
129,Event Reminder SMS 2025,SMS,2026-02-05,2026-04-03,3886.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Millennials 25-34,James Miller,,,2026-01-21T00:00:00Z
130,VIP Early Access SMS 2025,SMS,2025-07-02,2025-08-28,545.56,439.95,23045.0,1730.0,172.0,9.94,7.51,0.25,1000.0,Completed,"First-Time Buyers, Parents, New Customers",Jessica Martinez,,,2025-06-28T00:00:00Z
131,Q1 Search Campaign 2024,Search,2025-04-29,2025-05-13,87262.47,73902.46,6448549.0,405980.0,22311.0,5.5,6.3,0.18,1000.0,Completed,Millennials 25-34,David Kim,Google Ads,,2025-04-01T00:00:00Z
132,Valentine Banner Ads 2025,Display,2025-04-27,2025-07-13,56811.34,54794.8,2742470.0,15604.0,358.0,2.29,0.57,3.51,15.05,Completed,"Frequent Buyers, High LTV Customers, Budget Conscious",Nicole Taylor,Meta Ads,,2025-04-06T00:00:00Z
133,Q2 Social Push 2023,Social Media,2025-12-07,2026-03-26,61119.82,9853.33,600714.0,9523.0,403.0,4.23,1.59,1.03,879.4,Active,"Social Followers, VIP Customers",Chris Anderson,LinkedIn,,2025-11-11T00:00:00Z
134,Summer Display Ads 2024,Display,2025-11-02,2026-02-08,87628.27,40732.42,4362002.0,22956.0,180.0,0.78,0.53,1.77,-72.53,Active,"VIP Customers, Tech Enthusiasts, New Customers",James Miller,Google Ads,,2025-10-13T00:00:00Z
135,Limited Time Offer SMS 2025,SMS,2025-06-22,2025-09-10,8162.29,7266.22,419741.0,61694.0,1505.0,2.44,14.7,0.12,1000.0,Completed,"First-Time Buyers, Lapsed Customers",Kevin Brown,,Variant B,2025-06-03T00:00:00Z
136,Winter Newsletter Campaign 2024,Email,2025-01-23,2025-04-12,6930.94,7085.99,394310.0,17339.0,900.0,5.19,4.4,0.41,1000.0,Completed,"High LTV Customers, Budget Conscious, Lapsed Customers",James Miller,,,2025-01-18T00:00:00Z
137,Remarketing Search 2024,Search,2025-09-05,2025-10-13,54925.05,52670.85,4189845.0,402228.0,18804.0,4.67,9.6,0.13,1000.0,Completed,"Social Followers, Loyalty Members",Laura Garcia,Google Ads,Variant B,2025-09-01T00:00:00Z
138,Loyalty SMS Campaign 2024,SMS,2025-07-12,2025-09-27,7547.39,7315.03,1095094.0,60002.0,5518.0,9.2,5.48,0.12,1000.0,Completed,Newsletter Subscribers,Brian Wilson,,,2025-07-04T00:00:00Z
139,Social Video Ads 2023,Video,2025-12-09,2026-03-24,86018.99,10792.86,656214.0,8840.0,261.0,2.95,1.35,1.22,225.67,Active,"Premium Shoppers, Loyalty Members, Social Followers",Sarah Johnson,Meta Ads,,2025-12-02T00:00:00Z
140,Flash Sale SMS 2024,SMS,2025-08-12,2025-11-01,5408.17,5518.21,287062.0,37396.0,1297.0,3.47,13.03,0.15,1000.0,Completed,Loyalty Members,Emily Rodriguez,,,2025-08-01T00:00:00Z
141,Restock Alert SMS 2024,SMS,2025-06-13,2025-06-27,837.74,768.85,70027.0,5200.0,211.0,4.06,7.43,0.15,1000.0,Completed,"Premium Shoppers, Parents",James Miller,,,2025-06-10T00:00:00Z
142,Year End Video Push 2023,Video,2025-11-13,2026-01-03,80228.08,65765.75,6923619.0,91817.0,3154.0,3.44,1.33,0.72,1000.0,Active,Homeowners,Jessica Martinez,Meta Ads,Variant A,2025-11-08T00:00:00Z
143,Labor Day Search Push 2023,Search,2025-05-29,2025-07-13,12104.2,10413.9,607923.0,14003.0,1381.0,9.86,2.3,0.74,1000.0,Completed,Budget Conscious,Chris Anderson,Google Ads,,2025-05-14T00:00:00Z
144,Product Launch Announcement 2023,Email,2025-06-29,2025-08-02,8491.22,7531.52,620203.0,14442.0,807.0,5.59,2.33,0.52,576.76,Completed,First-Time Buyers,James Miller,,,2025-06-08T00:00:00Z
145,Q3 Search Campaign 2024,Search,2025-12-01,2026-02-11,4448.77,1402.43,176396.0,7099.0,515.0,7.25,4.02,0.2,,Paused,"Millennials 25-34, Lapsed Customers",James Miller,Google Ads,,2025-11-27T00:00:00Z
146,Limited Time Offer SMS 2023,SMS,2025-11-17,2026-02-18,4664.29,1712.25,87027.0,10774.0,385.0,3.57,12.38,0.16,,Paused,"VIP Customers, Email Engaged",Laura Garcia,,,2025-11-10T00:00:00Z
147,Social Contest Campaign 2024,Social Media,2025-10-28,2026-02-09,72390.88,36132.6,2509267.0,41844.0,904.0,2.16,1.67,0.86,49.5,Active,Tech Enthusiasts,Sarah Johnson,Meta Ads,,2025-09-30T00:00:00Z
148,Postcard Campaign 2023,Direct Mail,2025-03-26,2025-06-16,40172.04,40636.99,,,,,,,,Completed,High LTV Customers,Michael Chen,,,2025-03-01T00:00:00Z
149,Contextual Targeting 2024,Display,2025-11-10,2026-01-13,74214.56,45493.62,3533755.0,22674.0,805.0,3.55,0.64,2.01,276.02,Active,"First-Time Buyers, Loyalty Members, Premium Shoppers",Nicole Taylor,Meta Ads,,2025-10-27T00:00:00Z
150,Easter Search Push 2023,Search,2025-07-26,2025-10-14,2070.14,1682.34,176330.0,8538.0,237.0,2.78,4.84,0.2,1000.0,Completed,"Cart Abandoners, High LTV Customers",Emily Rodriguez,Google Ads,,2025-07-23T00:00:00Z
151,Holiday Social Campaign 2025,Social Media,2025-11-28,2026-01-16,54412.9,31992.7,4290507.0,55673.0,1122.0,2.02,1.3,0.57,,Paused,"Frequent Buyers, Desktop Users, Weekend Browsers",David Kim,TikTok,,2025-11-25T00:00:00Z
152,High Intent Keywords 2025,Search,2025-12-08,2026-01-26,21047.18,516.54,28181.0,1300.0,93.0,7.15,4.61,0.4,,Cancelled,"Homeowners, Loyalty Members",Jessica Martinez,Google Ads,,2025-12-05T00:00:00Z
153,Cross-Network Display 2025,Display,2025-11-23,2026-02-20,76364.3,26247.99,1417249.0,12417.0,153.0,1.23,0.88,2.11,-46.33,Active,"Holiday Shoppers, VIP Customers",James Miller,Google Ads,Variant A,2025-11-01T00:00:00Z
154,Holiday Video Push 2024,Video,2025-12-08,2026-03-29,72872.11,11004.69,883301.0,12946.0,330.0,2.55,1.47,0.85,529.53,Active,"Premium Shoppers, Holiday Shoppers, Parents",Kevin Brown,Google Ads,,2025-11-13T00:00:00Z
155,Flash Sale Alert 2024,Email,2025-10-19,2025-11-29,3019.86,2434.56,131809.0,5651.0,349.0,6.18,4.29,0.43,1000.0,Completed,"Mobile Users, Fashion Forward, Holiday Shoppers",Emily Rodriguez,,,2025-10-16T00:00:00Z
156,Brand Awareness Display 2025,Display,2025-12-15,2026-04-08,87544.07,6298.26,496891.0,2170.0,44.0,2.03,0.44,2.9,15.1,Active,First-Time Buyers,Nicole Taylor,Google Ads,Variant B,2025-11-30T00:00:00Z
157,Birthday Special Campaign 2025,Email,2026-03-08,2026-06-06,7504.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"High LTV Customers, Homeowners, Premium Shoppers",Brian Wilson,,,2026-02-15T00:00:00Z
158,Easter Email Blast 2025,Email,2025-10-30,2026-02-01,6174.27,3953.11,300236.0,6590.0,271.0,4.11,2.19,0.6,430.2,Active,Tech Enthusiasts,Andrew Thompson,,,2025-10-04T00:00:00Z
159,Valentine Social Campaign 2024,Social Media,2024-12-12,2025-01-17,9564.31,7895.27,509463.0,10262.0,141.0,1.37,2.01,0.77,2.0,Completed,"Fashion Forward, First-Time Buyers, Returning Customers",Emily Rodriguez,Instagram,,2024-11-26T00:00:00Z
160,Product Display Ads 2025,Display,2025-11-19,2026-01-31,27369.81,14556.93,809856.0,4399.0,208.0,4.73,0.54,3.31,229.71,Active,"Holiday Shoppers, Mobile Users",Kevin Brown,Google Ads,,2025-10-26T00:00:00Z
161,Social Contest Campaign 2023 #161,Social Media,2025-04-18,2025-05-10,25078.23,23011.57,1912949.0,25789.0,627.0,2.43,1.35,0.89,625.88,Completed,Returning Customers,Nicole Taylor,TikTok,,2025-04-04T00:00:00Z
162,Tutorial Video Ads 2024,Video,2025-12-11,2026-01-23,56642.26,19141.4,1154913.0,6592.0,299.0,4.54,0.57,2.9,336.68,Active,"First-Time Buyers, Email Engaged, Holiday Shoppers",Stephanie Davis,Meta Ads,,2025-11-29T00:00:00Z
163,Back to School Social Campaign 2025,Social Media,2025-11-27,2025-12-26,39010.31,1290.14,150883.0,1130.0,35.0,3.1,0.75,1.14,,Cancelled,"Weekend Browsers, Budget Conscious, Social Followers",Rachel Green,Instagram,,2025-11-24T00:00:00Z
164,Winter Video Campaign 2024,Video,2025-07-11,2025-08-08,48489.19,7835.11,1560117.0,32959.0,1526.0,4.63,2.11,0.24,,Cancelled,"Weekend Browsers, Cart Abandoners, Gen Z 18-24",Rachel Green,TikTok,,2025-06-28T00:00:00Z
165,Retargeting Display 2023,Display,2025-11-11,2026-01-29,45335.47,20701.52,2468336.0,5077.0,101.0,1.99,0.21,4.08,-58.39,Active,"Loyalty Members, First-Time Buyers",Stephanie Davis,Google Ads,,2025-10-25T00:00:00Z
166,Abandoned Cart Recovery 2024,Email,2025-07-17,2025-08-29,1827.14,1914.66,96100.0,5006.0,160.0,3.2,5.21,0.38,563.55,Completed,Tech Enthusiasts,Stephanie Davis,,,2025-07-05T00:00:00Z
167,Easter Search Push 2024,Search,2025-12-09,2026-01-29,4886.44,1298.56,74163.0,6261.0,199.0,3.18,8.44,0.21,,Paused,Lapsed Customers,Nicole Taylor,Google Ads,,2025-11-27T00:00:00Z
168,Cyber Monday Direct Mail 2024,Direct Mail,2025-12-03,2026-03-23,23631.37,4529.41,,,,,,,,Active,"Holiday Shoppers, Loyalty Members",David Kim,,Variant A,2025-11-10T00:00:00Z
169,Winter Catalog Mailing 2024,Direct Mail,2025-07-09,2025-09-11,33249.46,31277.34,,,,,,,,Completed,"Returning Customers, Gen Z 18-24, Tech Enthusiasts",Andrew Thompson,,Variant A,2025-07-01T00:00:00Z
170,Spring Search Campaign 2024,Search,2025-04-11,2025-06-08,20121.39,17868.0,954522.0,64181.0,1751.0,2.73,6.72,0.28,682.13,Completed,"Lapsed Customers, High LTV Customers, Cart Abandoners",Stephanie Davis,Google Ads,,2025-03-12T00:00:00Z
171,Birthday Special Campaign 2023,Email,2025-12-02,2026-03-03,2775.27,745.42,63015.0,3812.0,40.0,1.05,6.05,0.2,812.61,Active,"Desktop Users, Lapsed Customers, First-Time Buyers",Brian Wilson,,Control,2025-11-29T00:00:00Z
172,Streaming TV Ads 2025,Video,2025-08-21,2025-10-08,4995.51,5017.28,252163.0,2096.0,13.0,0.62,0.83,2.39,-62.71,Completed,VIP Customers,Rachel Green,TikTok,,2025-08-08T00:00:00Z
173,Prime Day Search Push 2024,Search,2025-11-20,2026-01-06,74139.78,44718.61,6353293.0,552749.0,26690.0,4.83,8.7,0.08,,Paused,"Premium Shoppers, Gen Z 18-24",Stephanie Davis,Google Ads,,2025-10-29T00:00:00Z
174,Loyalty Rewards Email 2025,Email,2024-11-02,2025-01-17,5246.94,4670.7,468853.0,33798.0,2540.0,7.52,7.21,0.14,1000.0,Completed,"Email Engaged, Homeowners, Premium Shoppers",Brian Wilson,,,2024-10-10T00:00:00Z
175,Winter Display Ads 2025,Display,2024-12-01,2024-12-26,48408.27,49915.75,7701535.0,16614.0,430.0,2.59,0.22,3.0,47.58,Completed,Returning Customers,Jessica Martinez,Google Ads,,2024-11-12T00:00:00Z
176,Back to School Search Push 2024,Search,2024-11-16,2024-12-29,44497.56,36715.88,3148434.0,203374.0,15841.0,7.79,6.46,0.18,1000.0,Completed,"Millennials 25-34, Gen Z 18-24",Laura Garcia,Google Ads,,2024-10-21T00:00:00Z
177,Product Showcase Social 2024,Social Media,2025-11-04,2026-01-13,65347.28,43183.79,4183628.0,44411.0,2040.0,4.59,1.06,0.97,1000.0,Active,"Loyalty Members, Mobile Users",Nicole Taylor,LinkedIn,,2025-10-14T00:00:00Z
178,Contextual Targeting 2023,Display,2025-10-29,2026-01-15,68743.3,49713.09,3943485.0,22065.0,918.0,4.16,0.56,2.25,,Paused,"Homeowners, Returning Customers",Emily Rodriguez,Google Ads,,2025-10-09T00:00:00Z
179,Weekly Deals Newsletter 2025,Email,2025-11-25,2026-03-21,3502.86,963.28,64109.0,892.0,55.0,6.17,1.39,1.08,,Paused,Desktop Users,Sarah Johnson,,,2025-11-04T00:00:00Z
180,Audience Display Campaign 2024,Display,2026-03-08,2026-03-23,91846.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"First-Time Buyers, Email Engaged",David Kim,Meta Ads,,2026-03-05T00:00:00Z
181,Cyber Monday Search Push 2023,Search,2025-08-17,2025-10-12,52566.45,45973.75,2509812.0,57139.0,4030.0,7.05,2.28,0.8,1000.0,Completed,Premium Shoppers,Jessica Martinez,Google Ads,,2025-07-24T00:00:00Z
182,Native Advertising 2025,Display,2025-11-17,2026-02-10,62556.1,24368.23,3503761.0,24279.0,711.0,2.93,0.69,1.0,571.22,Active,"Tech Enthusiasts, Gen Z 18-24, Homeowners",Rachel Green,Meta Ads,,2025-10-26T00:00:00Z
183,Holiday Social Campaign 2023,Social Media,2025-02-19,2025-05-01,39093.69,31644.65,2709576.0,72065.0,1132.0,1.57,2.66,0.44,524.66,Completed,"Returning Customers, Newsletter Subscribers",Nicole Taylor,TikTok,Variant B,2025-02-07T00:00:00Z
184,Coupon Mailer Campaign 2024,Direct Mail,2025-11-16,2026-01-27,25889.73,11358.52,,,,,,,,Active,"Loyalty Members, Cart Abandoners",Amanda Lee,,,2025-11-03T00:00:00Z
185,Native Advertising 2024,Display,2025-02-10,2025-04-03,41559.43,41295.78,2930019.0,20979.0,361.0,1.72,0.72,1.97,125.29,Completed,Millennials 25-34,Jessica Martinez,Google Ads,,2025-01-29T00:00:00Z
186,Loyalty Rewards Email 2024,Email,2025-09-27,2025-12-14,9364.41,9620.21,529747.0,29730.0,1266.0,4.26,5.61,0.32,1000.0,Completed,"High LTV Customers, Premium Shoppers, Desktop Users",Laura Garcia,,,2025-09-07T00:00:00Z
187,Q1 Social Push 2025,Social Media,2025-11-05,2025-11-27,68609.37,71427.18,3844805.0,44123.0,435.0,0.99,1.15,1.62,50.2,Completed,"Desktop Users, Holiday Shoppers",Andrew Thompson,Instagram,,2025-11-01T00:00:00Z
188,Memorial Day Search Push 2023,Search,2025-05-04,2025-07-19,22321.61,21454.95,1363311.0,37631.0,2599.0,6.91,2.76,0.57,1000.0,Completed,"Tech Enthusiasts, Fashion Forward",Michael Chen,Google Ads,,2025-04-14T00:00:00Z
189,Tutorial Video Ads 2025,Video,2025-11-07,2026-01-16,20704.93,11740.96,1690412.0,24503.0,582.0,2.38,1.45,0.48,862.78,Active,"Newsletter Subscribers, Lapsed Customers",Brian Wilson,Google Ads,Control,2025-10-13T00:00:00Z
190,Product Showcase Social 2025 #190,Social Media,2025-10-30,2026-01-25,53438.45,28095.92,1430229.0,24870.0,845.0,3.4,1.74,1.13,306.38,Active,"First-Time Buyers, Loyalty Members, Gen Z 18-24",Laura Garcia,TikTok,,2025-10-21T00:00:00Z
191,Holiday Email Blast 2023,Email,2025-04-15,2025-04-25,3867.35,773.25,100892.0,7768.0,447.0,5.75,7.7,0.1,,Cancelled,"New Customers, Tech Enthusiasts, First-Time Buyers",Laura Garcia,,,2025-04-07T00:00:00Z
192,Q4 Search Campaign 2025,Search,2025-01-07,2025-01-29,44364.34,38844.72,2461585.0,181412.0,7775.0,4.29,7.37,0.21,1000.0,Completed,"Lapsed Customers, Fashion Forward",Kevin Brown,Google Ads,,2024-12-17T00:00:00Z
193,Weekly Deals Newsletter 2023,Email,2025-07-19,2025-08-13,699.62,37.79,3024.0,125.0,7.0,5.6,4.13,0.3,,Cancelled,"Social Followers, Homeowners",Michael Chen,,,2025-07-14T00:00:00Z
194,Q3 Search Campaign 2023,Search,2025-02-08,2025-03-05,12054.36,5.1,478.0,37.0,0.0,0.0,7.74,0.14,,Cancelled,"Weekend Browsers, Newsletter Subscribers, Holiday Shoppers",James Miller,Google Ads,,2025-01-29T00:00:00Z
195,Brand Awareness Drive 2025,Social Media,2025-12-17,2026-02-08,75986.0,12291.08,2445616.0,51328.0,268.0,0.52,2.1,0.24,,Paused,Email Engaged,Emily Rodriguez,TikTok,,2025-12-11T00:00:00Z
196,Q1 Catalog Mailing 2025,Direct Mail,2026-01-12,2026-02-07,12129.34,2007.74,,,,,,,,Cancelled,Parents,Brian Wilson,,,2025-12-17T00:00:00Z
197,Q4 Display Ads 2024,Display,2025-03-20,2025-04-06,55105.42,47935.74,2833786.0,7436.0,107.0,1.44,0.26,6.45,-39.34,Completed,"Tech Enthusiasts, Homeowners",Jessica Martinez,Google Ads,Control,2025-03-16T00:00:00Z
198,Customer Win-Back Email 2023,Email,2026-02-14,2026-04-04,7502.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,New Customers,Emily Rodriguez,,,2026-02-05T00:00:00Z
199,Summer Social Push 2025,Social Media,2025-01-13,2025-02-16,63754.96,53516.36,2698290.0,46182.0,1785.0,3.87,1.71,1.16,859.45,Completed,"Newsletter Subscribers, Budget Conscious, First-Time Buyers",Kevin Brown,LinkedIn,,2024-12-14T00:00:00Z
200,Programmatic Display 2023,Display,2025-11-01,2025-12-27,34168.28,29723.67,2424612.0,6058.0,41.0,0.68,0.25,4.91,-82.77,Active,"Email Engaged, Gen Z 18-24, Newsletter Subscribers",Rachel Green,Google Ads,,2025-10-27T00:00:00Z
201,Shopping Ads Campaign 2023 #201,Search,2025-11-25,2026-02-17,41520.89,14837.52,789527.0,65635.0,4931.0,7.51,8.31,0.23,,Paused,"Loyalty Members, Email Engaged",Rachel Green,Google Ads,Variant A,2025-10-27T00:00:00Z
202,Black Friday Email Blast 2024,Email,2025-02-18,2025-03-16,6379.43,6405.46,1004257.0,11224.0,127.0,1.13,1.12,0.57,32.28,Completed,"Budget Conscious, Homeowners",James Miller,,,2025-01-26T00:00:00Z
203,Cross-Network Display 2023,Display,2025-04-05,2025-04-24,16445.37,2462.28,143861.0,187.0,6.0,3.21,0.13,13.17,,Cancelled,Loyalty Members,James Miller,Google Ads,,2025-03-10T00:00:00Z
204,Postcard Campaign 2025,Direct Mail,2025-07-30,2025-09-25,45981.3,39502.41,,,,,,,,Completed,"VIP Customers, Weekend Browsers, Homeowners",Kevin Brown,,,2025-07-16T00:00:00Z
205,Q2 Display Ads 2023,Display,2026-01-15,2026-04-14,22210.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Fashion Forward,Nicole Taylor,Google Ads,,2025-12-31T00:00:00Z
206,Valentine Search Push 2024,Search,2024-11-11,2024-12-29,59024.0,49100.68,4684198.0,260819.0,16049.0,6.15,5.57,0.19,1000.0,Completed,Holiday Shoppers,James Miller,Google Ads,,2024-11-08T00:00:00Z
207,Back to School Social Campaign 2023,Social Media,2025-12-10,2026-03-27,43357.25,5531.21,514261.0,10359.0,422.0,4.07,2.01,0.53,,Paused,"New Customers, VIP Customers",Laura Garcia,Meta Ads,Variant B,2025-11-29T00:00:00Z
208,Black Friday Search Push 2024,Search,2025-12-18,2026-02-17,38217.5,3887.19,259631.0,5412.0,171.0,3.16,2.08,0.72,255.29,Active,"New Customers, Weekend Browsers",Andrew Thompson,Google Ads,Variant B,2025-12-14T00:00:00Z
209,Abandoned Cart Recovery 2025,Email,2025-12-16,2026-02-26,3926.61,474.35,40226.0,2250.0,156.0,6.93,5.59,0.21,1000.0,Active,"Lapsed Customers, High LTV Customers, Desktop Users",Laura Garcia,,,2025-12-07T00:00:00Z
210,Audience Display Campaign 2025,Display,2025-08-13,2025-09-02,59183.86,58669.25,3485735.0,29950.0,1465.0,4.89,0.86,1.96,546.87,Completed,"VIP Customers, Fashion Forward, Frequent Buyers",Chris Anderson,Google Ads,,2025-07-20T00:00:00Z
211,Q2 Search Campaign 2025,Search,2025-10-27,2026-02-09,7508.37,4487.31,427592.0,37207.0,1747.0,4.7,8.7,0.12,,Paused,"High LTV Customers, Loyalty Members",Kevin Brown,Google Ads,,2025-10-22T00:00:00Z
212,Labor Day Search Push 2025,Search,2025-08-29,2025-09-29,62992.92,65319.61,11520789.0,603776.0,20820.0,3.45,5.24,0.11,1000.0,Completed,Lapsed Customers,Rachel Green,Google Ads,,2025-08-21T00:00:00Z
213,Customer Win-Back Email 2025,Email,2025-02-18,2025-04-22,9203.26,9038.77,470789.0,10586.0,264.0,2.49,2.25,0.85,739.12,Completed,"Weekend Browsers, Social Followers",Sarah Johnson,,,2025-01-19T00:00:00Z
214,Q3 Social Push 2025,Social Media,2026-02-17,2026-05-01,99559.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Mobile Users, Tech Enthusiasts",Amanda Lee,Instagram,,2026-02-13T00:00:00Z
215,Q3 Video Campaign 2023,Video,2025-07-16,2025-09-15,84284.29,69639.25,9396766.0,233008.0,9614.0,4.13,2.48,0.3,1000.0,Completed,Weekend Browsers,Nicole Taylor,Meta Ads,,2025-07-11T00:00:00Z
216,Q2 Search Campaign 2023,Search,2025-09-04,2025-10-12,79150.25,68382.75,4514044.0,189274.0,6718.0,3.55,4.19,0.36,1000.0,Completed,"Loyalty Members, Weekend Browsers",Laura Garcia,Google Ads,,2025-08-05T00:00:00Z
217,Prime Day Social Campaign 2025,Social Media,2025-11-18,2026-02-05,91652.58,35636.66,2131531.0,31223.0,457.0,1.46,1.46,1.14,134.45,Active,Tech Enthusiasts,Sarah Johnson,TikTok,,2025-10-26T00:00:00Z
218,Community Engagement 2025 #218,Social Media,2025-05-29,2025-06-24,80515.1,71169.82,5091648.0,65635.0,2014.0,3.07,1.29,1.08,207.49,Completed,"Premium Shoppers, High LTV Customers",Jessica Martinez,LinkedIn,,2025-05-03T00:00:00Z
219,Prime Day Banner Ads 2023,Display,2025-12-17,2026-02-14,48027.62,5288.62,348528.0,2712.0,97.0,3.58,0.78,1.95,241.46,Active,"Homeowners, Cart Abandoners",Michael Chen,Google Ads,,2025-11-29T00:00:00Z
220,Flash Sale SMS 2025,SMS,2025-12-12,2026-01-30,9723.61,2478.09,203064.0,12762.0,964.0,7.55,6.28,0.19,1000.0,Active,"Tech Enthusiasts, Mobile Users, Lapsed Customers",Sarah Johnson,,,2025-11-30T00:00:00Z
